customer_id,gender,region,age,product_name,category,unit_price,quantity,total_price,shipping_fee,shipping_status,order_date,year,month,month_name,year_month,quarter,age_group,estimated_cost,profit,profit_margin
CUST0159,Male,North,18.0,Headphones,Accessories,100.0,1,100,18.47,Delivered,2023-08-13,2023,8,Aug,2023-08,2023Q3,<25,74.44019551231223,7.089804487687772,7.089804487687772
CUST0064,Male,West,61.0,Monitor,Electronics,300.0,4,1200,18.5,Returned,2023-05-23,2023,5,May,2023-05,2023Q2,55+,894.955822227852,286.54417777214803,23.878681481012336
CUST0099,Female,South,26.0,Laptop,Electronics,1500.0,4,6000,15.74,Returned,2023-08-12,2023,8,Aug,2023-08,2023Q3,25-34,4668.57353624799,1315.68646375201,21.928107729200168
CUST0228,Male,North,25.0,Smartphone,Electronics,800.0,4,3200,18.2,In Transit,2023-01-24,2023,1,Jan,2023-01,2023Q1,<25,2101.9423226391846,1079.8576773608154,33.74555241752548
CUST0024,Female,East,57.0,Smartwatch,Wearables,200.0,2,400,17.94,In Transit,2023-12-08,2023,12,Dec,2023-12,2023Q4,55+,291.22574089130666,90.83425910869335,22.708564777173336
CUST0113,Male,South,38.0,Smartphone,Electronics,800.0,2,1600,16.51,In Transit,2023-09-14,2023,9,Sep,2023-09,2023Q3,35-44,1197.8722730353818,385.6177269646182,24.10110793528864
CUST0192,Female,North,58.0,Smartwatch,Wearables,200.0,4,800,9.97,Delivered,2023-11-12,2023,11,Nov,2023-11,2023Q4,55+,494.3451584245014,295.6848415754986,36.96060519693732
CUST0153,Female,East,40.0,Monitor,Electronics,300.0,1,300,6.85,Returned,2023-06-21,2023,6,Jun,2023-06,2023Q2,35-44,191.73061442537787,101.41938557462214,33.806461858207385
CUST0057,Female,East,62.0,Keyboard,Accessories,50.0,5,250,14.04,Unknown,2024-01-03,2024,1,Jan,2024-01,2024Q1,55+,152.818322315194,83.14167768480601,33.256671073922405
CUST0192,Male,Unknown,58.0,Keyboard,Accessories,50.0,3,150,6.37,In Transit,2024-01-03,2024,1,Jan,2024-01,2024Q1,55+,110.28196307490288,33.34803692509713,22.23202461673142
CUST0150,Female,North,63.0,Laptop,Electronics,1500.0,3,4500,18.66,Returned,2023-05-06,2023,5,May,2023-05,2023Q2,55+,3262.5456769229254,1218.7943230770745,27.084318290601654
CUST0203,Male,South,33.0,Mouse,Accessories,30.0,1,30,7.78,In Transit,2023-01-03,2023,1,Jan,2023-01,2023Q1,25-34,20.841206621630228,1.378793378369772,4.59597792789924
CUST0163,Female,North,22.0,Headphones,Accessories,100.0,3,300,6.16,Returned,2023-10-12,2023,10,Oct,2023-10,2023Q4,<25,203.40288751704014,90.43711248295986,30.145704160986618
CUST0203,Female,East,33.0,Laptop,Electronics,1500.0,3,4500,6.92,Returned,2023-06-26,2023,6,Jun,2023-06,2023Q2,25-34,3392.9161988327332,1100.1638011672667,24.448084470383705
CUST0223,Female,Unknown,20.0,Mouse,Accessories,62.19121224973304,2,60,15.12,In Transit,2023-05-26,2023,5,May,2023-05,2023Q2,<25,44.62239344133126,0.2576065586687388,0.429344264447898
CUST0266,Male,North,49.0,Mouse,Accessories,30.0,5,150,16.86,Returned,2023-11-08,2023,11,Nov,2023-11,2023Q4,45-54,99.48348382102593,33.65651617897407,22.437677452649382
CUST0227,Male,West,54.0,Smartphone,Electronics,800.0,3,2400,18.76,In Transit,2023-12-07,2023,12,Dec,2023-12,2023Q4,45-54,1770.8127336437549,610.4272663562451,25.434469431510216
CUST0289,Male,West,37.0,Laptop,Electronics,1500.0,5,7500,6.68,Delivered,2023-07-06,2023,7,Jul,2023-07,2023Q3,35-44,5977.896346934143,1515.4236530658566,20.205648707544754
CUST0046,Female,South,22.0,Laptop,Electronics,1500.0,3,4500,11.69,Delivered,2023-06-20,2023,6,Jun,2023-06,2023Q2,<25,2529.5763691685825,1958.7336308314175,43.527414018475945
CUST0173,Male,Unknown,65.0,Headphones,Accessories,100.0,1,100,19.28,Returned,2023-02-11,2023,2,Feb,2023-02,2023Q1,55+,62.596415197685964,18.123584802314035,18.123584802314035
CUST0008,Female,North,49.0,Headphones,Accessories,100.0,5,500,16.04,Delivered,2023-02-02,2023,2,Feb,2023-02,2023Q1,45-54,284.9002858099412,199.05971419005883,39.81194283801177
CUST0015,Male,West,58.0,Headphones,Accessories,100.0,3,300,6.08,Returned,2023-03-22,2023,3,Mar,2023-03,2023Q1,55+,191.36858127216587,102.55141872783413,34.183806242611375
CUST0002,Male,East,23.0,Smartphone,Electronics,800.0,1,800,12.64,Returned,2023-09-10,2023,9,Sep,2023-09,2023Q3,<25,455.19180847683083,332.1681915231692,41.52102394039615
CUST0189,Female,South,38.0,Mouse,Accessories,30.0,1,30,10.92,Delivered,2023-02-22,2023,2,Feb,2023-02,2023Q1,35-44,20.590009585910458,-1.510009585910458,-5.033365286368194
CUST0137,Male,North,19.0,Smartphone,Electronics,800.0,3,2400,16.82,In Transit,2023-05-20,2023,5,May,2023-05,2023Q2,<25,1671.0660171338986,712.1139828661013,29.67141595275422
CUST0139,Male,South,49.0,Smartwatch,Wearables,200.0,2,400,9.18,Delivered,2023-06-26,2023,6,Jun,2023-06,2023Q2,45-54,319.0798681054258,71.74013189457418,17.935032973643544
CUST0033,Female,South,49.0,Monitor,Electronics,300.0,2,600,15.3,Delivered,2023-04-12,2023,4,Apr,2023-04,2023Q2,45-54,419.30920330252314,165.39079669747684,27.56513278291281
CUST0297,Male,North,61.0,Monitor,Electronics,300.0,2,600,13.84,In Transit,2023-10-10,2023,10,Oct,2023-10,2023Q4,55+,425.7736192001401,160.3863807998599,26.731063466643317
CUST0008,Female,North,18.0,Keyboard,Accessories,50.0,3,150,13.86,Delivered,2023-05-29,2023,5,May,2023-05,2023Q2,<25,95.61493150051442,40.525068499485585,27.016712332990387
CUST0267,Male,North,29.0,Laptop,Electronics,1500.0,3,4500,14.23,Returned,2023-06-01,2023,6,Jun,2023-06,2023Q2,25-34,2993.092267476318,1492.6777325236822,33.17061627830405
CUST0028,Male,Unknown,50.0,Smartwatch,Wearables,200.0,5,1000,6.09,In Transit,2023-08-22,2023,8,Aug,2023-08,2023Q3,45-54,594.0194455928126,399.8905544071874,39.989055440718744
CUST0078,Female,North,38.0,Laptop,Electronics,1500.0,3,4500,19.98,In Transit,2023-05-10,2023,5,May,2023-05,2023Q2,35-44,2706.7609979452604,1773.2590020547395,39.405755601216434
CUST0003,Male,North,63.0,Smartphone,Electronics,800.0,5,4000,11.1,In Transit,2023-11-06,2023,11,Nov,2023-11,2023Q4,55+,3077.21276285059,911.68723714941,22.79218092873525
CUST0049,Female,North,59.0,Laptop,Electronics,1500.0,1,1500,12.63,Returned,2023-02-06,2023,2,Feb,2023-02,2023Q1,55+,921.4200696474201,565.9499303525799,37.729995356838664
CUST0212,Female,North,49.0,Laptop,Electronics,1500.0,5,7500,10.18,In Transit,2023-11-18,2023,11,Nov,2023-11,2023Q4,45-54,5256.10236552026,2233.7176344797404,29.782901793063203
CUST0146,Male,North,47.0,Smartphone,Electronics,800.0,1,800,10.16,Unknown,2023-01-13,2023,1,Jan,2023-01,2023Q1,45-54,585.8624492876359,203.97755071236415,25.49719383904552
CUST0082,Female,Unknown,49.0,Smartwatch,Wearables,200.0,1,200,6.03,Returned,2023-04-21,2023,4,Apr,2023-04,2023Q2,45-54,149.64579483081747,44.324205169182534,22.162102584591267
CUST0036,Female,North,33.0,Keyboard,Accessories,50.0,1,50,6.06,Delivered,2023-08-02,2023,8,Aug,2023-08,2023Q3,25-34,29.84078964305055,14.099210356949452,28.1984207138989
CUST0155,Female,North,41.0,Laptop,Electronics,1500.0,2,3000,9.21,Returned,2023-02-02,2023,2,Feb,2023-02,2023Q1,35-44,2059.2379579652425,931.5520420347575,31.051734734491916
CUST0138,Male,North,46.0,Keyboard,Accessories,50.0,3,150,5.09,Returned,2023-03-16,2023,3,Mar,2023-03,2023Q1,45-54,110.00054342451864,34.90945657548136,23.272971050320905
CUST0201,Female,North,49.0,Mouse,Accessories,30.0,2,60,8.39,In Transit,2023-11-03,2023,11,Nov,2023-11,2023Q4,45-54,42.85169954453764,8.758300455462361,14.597167425770602
CUST0197,Female,West,54.0,Mouse,Accessories,30.0,2,60,8.59,Delivered,2023-06-04,2023,6,Jun,2023-06,2023Q2,45-54,41.262100877675856,10.147899122324144,16.91316520387357
CUST0082,Male,West,30.0,Laptop,Electronics,1500.0,1,1500,9.98,Delivered,2023-12-04,2023,12,Dec,2023-12,2023Q4,25-34,945.8339802058969,544.1860197941031,36.27906798627354
CUST0091,Male,East,30.0,Laptop,Electronics,1500.0,5,7500,7.58,Delivered,2023-09-26,2023,9,Sep,2023-09,2023Q3,25-34,5536.299250953599,1956.1207490464012,26.081609987285347
CUST0066,Male,West,37.0,Laptop,Electronics,1500.0,2,3000,5.69,Returned,2023-01-18,2023,1,Jan,2023-01,2023Q1,35-44,2249.6303202508548,744.6796797491452,24.82265599163817
